,Parent,Child,Day,TimeSpan,DistanceMeter,In5Mins
2916,용산,한강로,5,21,1300,1
2917,성북,길음,5,22,1100,1
2918,중랑,면목,5,23,2100,1
2919,서대문,북가좌,6,1,1000,1
2920,양천,양천,6,5,700,1
2921,관악,신림,6,5,1900,1
2922,송파,잠실,6,10,3000,1
2923,송파,가락,6,10,2500,1
2924,용산,이태원,6,13,1000,1
2925,송파,잠실,6,15,2000,1
2926,관악,관악,6,16,900,1
2927,구로,독산,6,17,600,1
2928,노원,하계,6,17,800,1
2929,강남,역삼,6,19,1700,1
2930,강동,천호,6,21,1000,1
2931,강서,개화,6,21,1200,1
2932,동대문,장안,6,22,1500,1
2933,강동,천호,0,0,2000,1
2934,구로,시흥,0,2,1700,1
2935,은평,진관,0,4,1700,1
2936,중부,무학,0,4,1000,1
2937,중랑,중화,0,4,1000,1
2938,동작,동작,0,9,1500,1
2939,도봉,도봉,0,9,500,1
2940,중랑,망우,0,11,1400,1
2941,동대문,휘경,0,11,700,1
2942,구로,시흥,0,18,700,1
2943,강서,방화,0,21,1600,1
2944,송파,잠실,0,22,1500,1
2945,동대문,전농,0,23,800,1
2946,중랑,망우,1,0,1000,1
2947,양천,신월,1,0,2500,1
2948,서대문,홍은,1,1,1000,1
2949,성북,종암,1,1,2000,0
2950,강동,천호,1,1,200,1
2951,서초,양재,1,8,1900,1
2952,양천,양천,1,10,1000,1
2953,송파,잠실,1,12,2000,1
2954,동대문,전농,1,13,1000,1
2955,마포,서교,1,13,1200,1
2956,강동,길동,1,19,2000,1
2957,동작,노량진,1,20,800,1
2958,마포,성산,1,20,900,1
2959,영등포,당산,1,21,2200,1
2960,중부,을지,1,21,2500,1
2961,마포,염리,1,23,1300,1
2962,서초,반포,1,23,1600,1
2963,종로,연건,1,23,800,1
2964,중부,신당,2,1,1800,1
2965,은평,수색,2,3,1100,1
2966,송파,방이,2,5,3800,1
2967,은평,진관,2,6,2000,1
2968,성북,장위,2,10,1100,1
2969,서초,반포,2,10,3000,1
2970,영등포,당산,2,11,1400,1
2971,동작,백운,2,13,1500,1
2972,동작,백운,2,14,1500,1
2973,강남,개포,2,14,300,1
2974,마포,서교,2,15,1700,1
2975,마포,서교,2,15,900,1
2976,강서,발산,2,16,800,1
2977,동대문,휘경,2,16,1100,1
2978,노원,수락,2,19,2800,0
2979,서초,잠원,2,21,500,1
2980,송파,잠실,2,22,1500,1
2981,성동,성수,3,1,2000,1
2982,구로,독산,3,3,1000,1
2983,구로,공단,3,9,1700,1
2984,종로,종로,3,10,1200,1
2985,구로,시흥,3,11,1700,1
2986,중부,신당,3,14,800,1
2987,송파,방이,3,17,1100,1
2988,관악,봉천,3,19,2000,1
2989,구로,독산,3,20,700,1
2990,강남,영동,3,22,1400,1
2991,영등포,대림,3,23,1200,0
2992,강동,천호,3,23,1500,1
2993,관악,봉천,4,0,400,1
2994,종로,세종로,4,2,1000,1
2995,송파,운동장,4,8,1300,1
2996,광진,중곡,4,9,1900,1
2997,성북,종암,4,9,400,1
2998,성동,왕십리,4,10,1000,1
2999,강남,역삼,4,11,2000,1
3000,구로,구로,4,11,1300,1
3001,강동,성내,4,13,1000,1
3002,서초,잠원,4,13,1600,1
3003,성동,왕십리,4,13,3800,0
3004,강남,영동,4,14,2000,1
3005,마포,서교,4,14,800,1
3006,성북,돈암,4,14,2000,0
3007,관악,봉천,4,15,1800,0
3008,강남,삼성,4,16,1100,1
3009,성동,행당,4,16,1300,1
3010,강남,삼성,4,16,1500,1
3011,동대문,장안,4,17,400,1
3012,강서,등촌,4,18,700,1
3013,강서,방화,4,18,2400,1
3014,강남,영동,4,18,1000,1
3015,송파,마천,4,19,2300,1
3016,구로,공단,4,21,2000,1
3017,도봉,도봉,4,21,3000,1
3018,강서,방화,4,22,1100,1
3019,서대문,연희,4,23,800,1
3020,강서,방화,5,0,2500,1
3021,관악,관악,5,0,3100,0
3022,강남,삼성,5,0,1200,1
3023,중부,신당,5,5,1200,1
3024,서대문,미근,5,7,1900,1
3025,성동,왕십리,5,14,1000,1
3026,강남,수서,5,15,2400,1
3027,강남,역삼,5,16,300,1
3028,도봉,도봉,5,17,2000,1
3029,송파,잠실,5,18,1200,1
3030,종로,연건,5,18,600,1
3031,양천,신정,5,20,1800,1
3032,마포,서교,5,21,1700,1
3033,송파,운동장,5,22,500,1
3034,종로,연건,5,22,2000,1
3035,은평,진관,6,0,3200,1
3036,강남,영동,6,2,3800,0
3037,송파,잠실,6,3,1600,1
3038,광진,능동,6,5,2500,1
3039,중부,신당,6,5,700,1
3040,강서,개화,6,8,2500,1
3041,중부,신당,6,11,1300,1
3042,성동,성수,6,11,1300,1
3043,동작,백운,6,11,1700,1
3044,구로,독산,6,12,1000,1
3045,강서,등촌,6,13,300,1
3046,도봉,쌍문,6,13,3000,1
3047,서초,잠원,6,14,2500,1
3048,성북,길음,6,14,2000,1
3049,용산,이태원,6,14,900,1
3050,서대문,연희,6,14,1000,1
3051,관악,관악,6,16,3300,0
3052,동대문,청량리,6,20,2100,1
3053,강남,개포,6,22,2300,1
3054,중랑,중화,6,23,1000,1
3055,관악,관악,0,0,1000,1
3056,종로,신교,0,0,1000,1
3057,구로,시흥,0,0,1500,1
3058,강남,영동,0,0,2100,1
3059,중부,무학,0,3,600,1
3060,마포,서교,0,9,1900,1
3061,양천,양천,0,12,1500,0
3062,송파,잠실,0,13,2500,0
3063,용산,서빙고,0,13,2900,1
3064,강북,번동,0,14,1500,1
3065,서대문,홍은,0,14,600,1
3066,성동,행당,0,15,1000,1
3067,동작,백운,0,16,2400,1
3068,관악,신림,0,17,1200,1
3069,강서,방화,0,17,1500,1
3070,중부,무학,0,18,1000,1
3071,서대문,홍은,0,19,2000,1
3072,서대문,홍은,0,19,3400,1
3073,서초,반포,0,22,3000,1
3074,강동,암사,0,23,1000,1
3075,서대문,홍은,1,2,1300,1
3076,은평,역촌,1,3,1900,1
3077,은평,역촌,1,3,1800,1
3078,구로,고일,1,3,1500,1
3079,구로,수궁,1,6,500,1
3080,구로,구로,1,10,1900,1
3081,관악,신림,1,10,2200,1
3082,노원,월계,1,10,2800,1
3083,강서,개화,1,11,1700,1
3084,서대문,미근,1,12,2100,1
3085,관악,난곡,1,12,200,1
3086,성북,길음,1,14,1100,1
3087,강남,역삼,1,17,1200,1
3088,강남,삼성,1,19,1200,1
3089,강북,미아,1,19,400,1
3090,구로,고척,1,23,2000,1
3091,중부,무학,2,5,500,1
3092,강북,삼각산,2,7,300,1
3093,성북,돈암,2,9,3400,0
3094,종로,연건,2,9,400,1
3095,용산,이촌,2,12,2100,1
3096,도봉,창동,2,12,2000,1
3097,동작,상도,2,13,1100,1
3098,구로,독산,2,14,2000,1
3099,중랑,중화,2,15,1300,1
3100,마포,신수,2,16,600,1
3101,영등포,대림,2,16,1000,1
3102,용산,서빙고,2,17,2900,0
3103,강서,화곡,2,18,1800,1
3104,은평,수색,2,19,2000,1
3105,중부,을지,2,19,1300,1
3106,중부,회현,2,19,300,1
3107,관악,봉천,2,19,1500,1
3108,노원,월계,2,21,1800,1
3109,서대문,연희,3,1,2700,1
3110,강북,번동,3,1,2100,1
3111,강동,성내,3,4,700,1
3112,용산,한강로,3,9,1900,1
3113,구로,구로,3,9,1200,1
3114,영등포,영등포,3,11,2100,1
3115,송파,마천,3,12,1000,1
3116,종로,세종로,3,13,1500,1
3117,양천,신정,3,14,2000,1
3118,종로,세종로,3,15,1300,1
3119,강서,화곡,3,16,2100,0
3120,양천,신월,3,17,1200,1
3121,동작,동작,3,18,1100,1
3122,성북,돈암,3,20,1200,1
3123,도봉,도봉,4,2,3000,1
3124,은평,진관,4,3,1400,1
3125,서대문,연희,4,6,1200,1
3126,구로,고일,4,13,2500,1
3127,관악,봉천,4,13,800,1
3128,중부,무학,4,19,500,1
3129,도봉,창동,4,19,1500,1
3130,종로,연건,4,19,2000,1
3131,동대문,장안,4,20,1100,1
3132,송파,운동장,4,22,1000,1
3133,은평,역촌,5,4,2200,1
3134,강북,번동,5,8,2200,1
3135,강남,영동,5,12,2000,1
3136,동작,상도,5,12,2000,1
3137,용산,후암,5,17,300,1
3138,용산,한강로,5,18,2300,1
3139,중부,신당,5,18,1500,1
3140,강서,화곡,5,18,2400,0
3141,은평,녹번,5,19,1300,1
3142,중랑,신내,5,22,1000,1
3143,구로,시흥,5,23,1500,1
3144,동작,노량진,6,0,1000,1
3145,종로,신교,6,2,2500,1
3146,마포,성산,6,8,800,1
3147,중랑,신내,6,10,1600,1
3148,종로,신영,6,12,300,0
3149,강남,역삼,6,13,1600,1
3150,송파,잠실,6,18,3400,1
3151,성북,종암,6,18,1900,1
3152,도봉,방학,6,19,1000,1
3153,구로,공단,6,21,2400,1
3154,구로,신도림,6,22,600,1
3155,중랑,신내,0,1,2200,1
3156,동작,동작,0,4,2300,1
3157,광진,능동,0,8,1500,1
3158,강동,길동,0,9,500,1
3159,마포,서교,0,9,800,1
3160,광진,중곡,0,11,400,1
3161,동대문,장안,0,12,2200,1
3162,강남,영동,0,13,1000,1
3163,마포,서교,0,15,700,1
3164,강서,화곡,0,16,2400,1
3165,은평,역촌,0,16,500,1
3166,강서,방화,0,17,2100,1
3167,송파,마천,0,18,1400,1
3168,중랑,신내,0,19,1800,1
3169,관악,신림,0,19,1200,1
3170,송파,가락,0,19,1600,1
3171,강동,성내,0,20,1000,1
3172,서초,양재,0,21,1200,0
3173,종로,세종로,0,21,800,1
3174,강북,번동,1,0,2000,1
3175,강남,역삼,1,2,800,1
3176,구로,수궁,1,3,2200,1
3177,강동,길동,1,4,800,1
3178,구로,고척,1,4,1300,1
3179,용산,한강로,1,5,1500,1
3180,중부,무학,1,12,1800,1
3181,강동,천호,1,13,300,1
3182,서대문,홍은,1,17,2100,1
3183,도봉,도봉,1,18,500,1
3184,중부,신당,1,19,1600,1
3185,광진,능동,1,22,1200,1
3186,광진,중곡,1,22,2100,1
3187,성동,행당,1,23,1700,1
3188,관악,봉천,1,23,1000,1
3189,광진,능동,1,23,1200,1
3190,구로,독산,1,23,200,1
3191,강남,삼성,2,1,3000,1
3192,영등포,신길,2,3,1300,1
3193,강동,천호,2,6,1300,1
3194,송파,거여,2,8,500,1
3195,송파,잠실,2,8,3400,1
3196,은평,진관,2,12,2500,1
3197,강남,영동,2,14,1000,1
3198,도봉,방학,2,15,1500,1
3199,양천,양천,2,16,2000,0
3200,영등포,신길,2,17,1700,1
3201,강북,미아,2,19,1000,1
3202,송파,방이,2,22,3500,1
3203,양천,신정,2,23,1100,0
3204,노원,공릉,2,23,600,1
3205,강서,화곡,3,0,800,1
3206,관악,봉천,3,0,1700,1
3207,서대문,북가좌,3,0,1800,1
3208,강서,등촌,3,3,2300,1
3209,마포,상암,3,4,1000,1
3210,마포,서교,3,10,800,1
3211,관악,난곡,3,12,600,1
3212,강남,역삼,3,14,1300,1
3213,노원,하계,3,18,900,1
3214,성북,종암,3,18,1300,1
3215,구로,공단,3,19,900,1
3216,중랑,망우,3,23,1500,1
3217,도봉,방학,4,2,1400,1
3218,은평,수색,4,4,2800,1
3219,동작,백운,4,9,1900,1
3220,관악,신림,4,9,1700,0
3221,구로,고일,4,13,1800,1
3222,서초,잠원,4,14,1900,1
3223,종로,세종로,4,19,1500,1
3224,강서,화곡,4,20,1000,1
3225,노원,월계,4,21,800,1
3226,구로,독산,4,21,900,1
3227,서대문,북가좌,4,22,1400,1
3228,영등포,대림,4,23,1000,1
3229,성북,길음,4,23,2300,1
3230,강북,미아,5,0,1000,1
3231,강서,발산,5,2,1900,1
3232,구로,수궁,5,4,1100,1
3233,성동,성수,5,8,900,1
3234,성동,행당,5,11,800,1
3235,서초,반포,5,14,3000,1
3236,광진,구의,5,14,500,1
3237,서대문,미근,5,16,1200,1
3238,서대문,연희,5,19,1000,1
3239,영등포,여의도,6,0,1000,1
3240,강서,개화,6,3,1300,1
3241,동대문,용두,6,10,1500,1
3242,송파,마천,6,10,2400,1
3243,노원,수락,6,15,500,1
3244,마포,서교,6,15,600,1
3245,서초,잠원,6,19,2400,1
3246,강서,등촌,6,21,1700,1
3247,마포,서교,6,23,1700,1
3248,용산,이태원,6,23,1000,1
3249,성동,왕십리,0,7,1500,1
3250,서초,서초,0,7,2000,1
3251,송파,방이,0,8,2800,1
3252,광진,구의,0,11,2000,1
3253,양천,신월,0,11,3000,1
3254,송파,운동장,0,14,1500,1
3255,강남,수서,0,15,3200,1
3256,중부,무학,0,17,1000,1
3257,중랑,망우,0,17,1900,1
3258,성북,길음,0,19,2000,1
3259,동작,노량진,0,22,1700,0
3260,양천,목동,0,22,2500,0
3261,강동,고덕,1,1,1700,1
3262,강남,개포,1,6,1000,1
3263,강남,영동,1,9,1700,1
3264,강서,화곡,1,10,1000,1
3265,강남,영동,1,19,1300,1
3266,성동,성수,1,21,1000,1
3267,송파,방이,2,1,1500,1
3268,강서,등촌,2,2,2400,0
3269,중부,충무,2,9,2000,1
3270,강서,등촌,2,12,1800,1
3271,마포,서교,2,14,1600,1
3272,도봉,도봉,2,15,1000,1
3273,구로,구로,2,16,1600,1
3274,강서,발산,2,17,2700,0
3275,은평,역촌,2,17,1500,1
3276,양천,신트리,2,18,2000,1
3277,노원,공릉,2,21,2100,1
3278,용산,이태원,2,23,1200,1
3279,송파,잠실,3,0,1800,1
3280,서대문,연희,3,6,1700,1
3281,관악,난곡,3,8,2900,1
3282,성북,길음,3,9,1400,1
3283,도봉,쌍문,3,10,900,1
3284,강북,삼각산,3,11,1100,1
3285,마포,염리,3,12,1000,1
3286,중부,무학,3,12,1000,1
3287,강남,삼성,3,13,2200,1
3288,양천,신정,3,15,1500,1
3289,강동,천호,3,15,1000,1
3290,도봉,방학,3,17,500,1
3291,강동,천호,3,18,2000,1
3292,영등포,영등포,3,19,1300,1
3293,양천,신정,4,1,1000,1
3294,서초,방배,4,5,1900,0
3295,양천,신정,4,8,500,1
3296,서대문,미근,4,11,2700,1
3297,성북,종암,4,11,900,1
3298,중부,을지,4,12,1500,1
3299,노원,하계,4,13,1000,1
3300,종로,종로,4,16,1000,1
3301,광진,구의,4,16,1800,1
3302,성동,왕십리,4,16,1700,1
3303,강동,고덕,4,17,3200,1
3304,동작,백운,4,17,3500,0
3305,마포,상암,4,17,1300,1
3306,관악,봉천,4,18,1000,1
3307,도봉,창동,4,20,1500,1
3308,영등포,신길,4,21,700,1
3309,강동,성내,4,22,700,1
3310,중부,회현,5,1,800,1
3311,종로,종로,5,4,1000,1
3312,구로,구로,5,6,1000,1
3313,구로,수궁,5,8,700,1
3314,중랑,신내,5,10,1200,1
3315,은평,진관,5,10,2000,1
3316,마포,성산,5,11,1700,1
3317,영등포,영등포,5,12,1200,1
3318,영등포,영등포,5,12,800,1
3319,송파,운동장,5,13,800,1
3320,성동,행당,5,14,600,1
3321,구로,시흥,5,17,1300,1
3322,구로,독산,5,18,700,1
3323,동작,노량진,5,20,400,1
3324,광진,구의,5,20,2800,1
3325,영등포,영등포,5,21,200,1
3326,동작,백운,6,0,2300,0
3327,동대문,장안,6,2,1000,1
3328,용산,후암,6,2,1500,1
3329,중랑,망우,6,2,1300,1
3330,구로,수궁,6,6,1000,1
3331,도봉,도봉,6,12,2000,1
3332,동대문,청량리,6,12,1100,1
3333,용산,한강로,6,13,400,1
3334,동작,노량진,6,13,2100,0
3335,강서,방화,6,14,1200,1
3336,영등포,대림,6,14,1200,1
3337,도봉,도봉,6,16,2000,1
3338,구로,고일,6,16,1500,1
3339,종로,신교,6,17,1200,1
3340,용산,후암,6,17,1300,1
3341,관악,관악,6,18,3500,0
3342,양천,신월,6,19,2000,1
3343,은평,녹번,6,19,2500,1
3344,용산,한강로,6,20,900,1
3345,노원,상계,6,20,1600,1
3346,강서,등촌,6,23,2600,1
3347,관악,신림,0,3,1100,1
3348,중부,회현,0,5,1500,1
3349,마포,신수,0,11,900,1
3350,강남,세곡,0,12,1200,1
3351,송파,거여,0,15,800,1
3352,중랑,중화,0,16,700,1
3353,종로,숭인,0,18,300,1
3354,영등포,영등포,0,20,1500,1
3355,은평,수색,0,20,2200,1
3356,강동,고덕,0,21,1500,1
3357,강서,개화,0,21,1600,1
3358,구로,독산,0,22,400,1
3359,강서,개화,0,23,6000,0
3360,서대문,홍은,1,0,1500,1
3361,강남,삼성,1,2,700,1
3362,강동,암사,1,2,1300,1
3363,구로,독산,1,4,2100,1
3364,동대문,장안,1,8,1500,1
3365,관악,관악,1,8,2600,0
3366,용산,이촌,1,10,1000,1
3367,강서,개화,1,11,1500,1
3368,서초,방배,1,14,1700,1
3369,강서,발산,1,14,3200,1
3370,송파,방이,1,14,3000,1
3371,중랑,면목,1,15,1900,1
3372,동대문,용두,1,15,1000,1
3373,강남,삼성,1,16,1600,1
3374,노원,수락,1,16,2800,1
3375,마포,서교,1,17,2000,1
3376,마포,신수,1,17,1100,1
3377,강남,역삼,1,18,600,1
3378,관악,봉천,1,18,700,1
3379,서대문,홍은,1,18,1500,1
3380,은평,진관,1,19,1000,1
3381,강남,영동,1,19,2000,1
3382,광진,능동,1,20,1000,1
3383,강서,발산,1,21,1200,1
3384,서대문,홍은,1,22,1900,1
3385,성동,행당,2,0,500,1
3386,마포,신수,2,3,1400,1
3387,강북,번동,2,8,1200,1
3388,구로,공단,2,9,1200,1
3389,영등포,영등포,2,11,1800,1
3390,강서,방화,2,11,3300,0
3391,용산,이촌,2,12,1000,1
3392,광진,능동,2,13,1900,1
3393,중부,무학,2,15,1500,1
3394,구로,공단,2,15,4200,1
3395,중부,충무,2,15,800,1
3396,서초,방배,2,17,3000,0
3397,동대문,장안,2,20,1500,1
3398,중부,회현,2,21,1800,1
3399,성동,금호,2,21,900,1
3400,동대문,청량리,2,21,1200,1
3401,은평,녹번,3,0,1100,1
3402,동대문,전농,3,1,1500,1
3403,광진,능동,3,1,1900,1
3404,마포,서교,3,2,2000,1
3405,송파,거여,3,4,1100,1
3406,구로,독산,3,5,1100,1
3407,중부,을지,3,9,1500,1
3408,관악,관악,3,11,1000,1
3409,강동,천호,3,13,1500,1
3410,강서,등촌,3,14,1800,1
3411,은평,수색,3,14,1800,1
3412,동대문,전농,3,15,1200,1
3413,종로,연건,3,16,500,1
3414,중부,신당,3,17,200,1
3415,송파,잠실,3,19,1500,1
3416,서대문,미근,3,22,1900,1
3417,강남,역삼,3,22,2500,1
3418,강동,천호,3,23,1500,1
3419,강동,천호,3,23,300,1
3420,강동,천호,3,23,100,1
3421,구로,수궁,4,0,1500,1
3422,성북,장위,4,0,2000,1
3423,광진,능동,4,1,1300,1
3424,강서,방화,4,2,2500,1
3425,송파,잠실,4,4,3300,1
3426,마포,성산,4,11,1700,1
3427,서대문,홍은,4,11,1300,1
3428,강동,천호,4,12,2000,1
3429,용산,서빙고,4,12,1500,1
3430,강북,삼각산,4,12,300,1
3431,강남,삼성,4,12,1900,1
3432,동대문,휘경,4,13,1100,1
3433,동대문,장안,4,13,1100,1
3434,구로,고일,4,14,2100,1
3435,중부,충무,4,14,1000,1
3436,강서,방화,4,14,1000,1
3437,성북,돈암,4,15,800,1
3438,강남,삼성,4,16,2100,0
3439,강서,등촌,4,16,1600,1
3440,동작,백운,4,17,2500,1
3441,구로,시흥,4,17,2000,1
3442,용산,한강로,4,18,2800,0
3443,노원,월계,4,19,2500,1
3444,강동,길동,4,20,1300,1
3445,노원,공릉,4,23,700,1
3446,동작,동작,5,1,1500,0
3447,강서,방화,5,3,1300,1
3448,성북,길음,5,7,1600,1
3449,중랑,중화,5,8,3500,1
3450,동작,노량진,5,9,4100,1
3451,관악,난곡,5,10,800,1
3452,서대문,북가좌,5,11,1000,1
3453,강동,암사,5,11,300,1
3454,광진,구의,5,13,1200,1
3455,양천,목동,5,13,2500,1
3456,중부,신당,5,14,3000,1
3457,구로,공단,5,15,1000,1
3458,중부,신당,5,15,1000,0
3459,은평,진관,5,16,2700,1
3460,노원,상계,5,18,1100,1
3461,중부,신당,5,18,1000,1
3462,도봉,창동,5,18,3000,1
3463,송파,운동장,5,19,1600,1
3464,은평,진관,5,19,1300,1
3465,송파,가락,5,20,1900,1
3466,강동,고덕,5,21,800,1
3467,강남,수서,5,21,1100,1
3468,구로,구로,5,22,1000,1
3469,성북,장위,5,23,1200,1
3470,종로,연건,6,1,1000,1
3471,서초,방배,6,2,1900,1
3472,동작,동작,6,5,800,1
3473,종로,숭인,6,8,1400,1
3474,용산,이태원,6,9,1000,1
3475,강북,미아,6,10,600,1
3476,마포,염리,6,10,800,1
3477,동작,백운,6,11,2000,1
3478,도봉,방학,6,12,1200,1
3479,강동,길동,6,13,2800,1
3480,중랑,중화,6,14,500,1
3481,마포,서교,6,15,1100,1
3482,양천,신월,6,16,2000,1
3483,노원,공릉,6,17,1300,1
3484,광진,능동,6,17,1600,1
3485,동대문,장안,6,19,500,1
3486,마포,서교,6,19,1600,1
3487,서초,서초,6,20,4000,1
3488,동대문,장안,6,21,1800,1
3489,서대문,연희,6,21,1500,1
3490,마포,신수,6,22,1500,1
3491,양천,양천,6,22,1000,1
3492,도봉,도봉,6,23,1600,1
3493,구로,고일,0,0,200,1
3494,도봉,쌍문,0,0,600,1
3495,중랑,면목,0,2,800,1
3496,도봉,쌍문,0,2,2000,1
3497,용산,한강로,0,3,2700,1
3498,성동,금호,0,8,1000,1
3499,광진,능동,0,10,1200,1
3500,중부,회현,0,11,1000,1
3501,구로,시흥,0,12,700,1
3502,송파,잠실,0,13,1700,1
3503,송파,거여,0,14,1100,1
3504,용산,한강로,0,14,1100,1
3505,송파,마천,0,15,2600,1
3506,양천,신월,0,15,2000,1
3507,구로,신도림,0,15,1200,1
3508,서대문,미근,0,16,2100,1
3509,성북,장위,0,18,1700,1
3510,강북,삼각산,0,19,1000,1
3511,중부,무학,0,19,800,1
3512,중부,을지,0,19,500,1
3513,구로,고일,0,19,2400,1
3514,서대문,미근,0,19,3100,1
3515,서초,서초,0,19,900,1
3516,성북,길음,0,19,1000,1
3517,강서,발산,0,20,400,1
3518,서초,양재,0,21,2500,1
3519,노원,공릉,0,23,1500,1
3520,중랑,중화,0,23,300,1
3521,강남,삼성,0,23,1900,1
3522,동작,노량진,1,0,1300,1
3523,강동,성내,1,2,1100,1
3524,구로,수궁,1,6,2200,1
3525,관악,신림,1,9,1800,0
3526,관악,관악,1,11,3600,1
3527,종로,세종로,1,11,1200,1
3528,송파,방이,1,11,3400,1
3529,구로,구로,1,11,900,1
3530,서대문,연희,1,12,3000,1
3531,종로,세종로,1,12,1000,1
3532,송파,마천,1,13,1500,1
3533,용산,한강로,1,14,2300,1
3534,구로,공단,1,15,1000,1
3535,종로,종로,1,16,1000,1
3536,용산,이촌,1,18,1400,1
3537,구로,고일,1,19,2800,1
3538,송파,잠실,1,20,800,1
3539,성동,행당,1,20,1700,1
3540,서초,반포,1,22,0,1
3541,중부,신당,1,22,1500,1
3542,마포,신수,2,0,1000,1
3543,중부,을지,2,1,1800,1
3544,송파,잠실,2,1,2500,1
3545,성동,성수,2,2,2600,1
3546,동대문,전농,2,3,1200,1
3547,강남,삼성,2,5,1800,1
3548,관악,신림,2,6,1600,1
3549,성북,장위,2,7,1300,1
3550,강동,천호,2,9,1500,1
3551,동대문,용두,2,9,1500,1
3552,종로,연건,2,9,900,1
3553,동작,백운,2,10,1300,1
3554,양천,양천,2,10,2000,1
3555,송파,가락,2,10,1000,1
3556,광진,구의,2,11,3500,1
3557,강동,암사,2,11,2500,1
3558,서대문,북가좌,2,14,2500,1
3559,마포,서교,2,16,2500,1
3560,강서,등촌,2,17,2400,0
3561,노원,수락,2,18,1400,1
3562,중랑,중화,2,19,1800,1
3563,종로,세종로,2,19,500,1
3564,송파,방이,2,20,2300,1
3565,서초,양재,2,21,2500,1
3566,관악,관악,2,22,900,1
3567,도봉,방학,3,1,1600,1
3568,구로,신도림,3,1,1300,0
3569,구로,독산,3,3,2000,1
3570,강서,개화,3,4,2900,1
3571,구로,독산,3,7,700,1
3572,송파,방이,3,7,3000,1
3573,종로,숭인,3,7,1200,1
3574,중랑,신내,3,8,1100,1
3575,영등포,여의도,3,11,1200,1
3576,마포,서교,3,13,1200,1
3577,송파,방이,3,13,3700,1
3578,마포,서교,3,13,2000,0
3579,송파,잠실,3,15,2000,1
3580,동대문,용두,3,15,2100,1
3581,동작,상도,3,16,2100,0
3582,중부,신당,3,18,800,1
3583,강서,화곡,3,18,1500,1
3584,동대문,휘경,3,19,300,1
3585,광진,능동,3,20,1100,1
3586,강서,방화,3,21,500,1
3587,마포,서교,4,0,2500,1
3588,강남,삼성,4,6,2800,1
3589,강남,삼성,4,10,1900,1
3590,양천,양천,4,11,1000,1
3591,성북,돈암,4,12,700,1
3592,노원,월계,4,14,1500,1
3593,강서,화곡,4,15,2200,1
3594,강남,영동,4,18,700,1
3595,영등포,여의도,4,19,2500,1
3596,강남,역삼,4,22,3400,0
3597,강동,암사,4,22,900,1
3598,노원,하계,4,23,1400,1
3599,은평,녹번,4,23,1700,1
3600,중랑,중화,4,23,1900,1
3601,광진,능동,5,1,1500,1
3602,양천,신월,5,1,2000,1
3603,강북,우이,5,2,1000,1
3604,관악,난곡,5,5,1000,1
3605,도봉,방학,5,5,1500,1
3606,강동,고덕,5,6,1800,1
3607,동대문,휘경,5,9,1000,1
3608,중부,회현,5,9,1000,1
3609,중부,충무,5,10,1300,1
3610,도봉,도봉,5,10,2500,1
3611,강동,길동,5,11,1500,1
3612,동대문,장안,5,12,500,1
3613,구로,시흥,5,13,1600,1
3614,강북,번동,5,15,1600,1
3615,동대문,청량리,5,15,1100,1
3616,강서,화곡,5,15,1200,1
3617,구로,수궁,5,17,1200,1
3618,마포,서교,5,19,900,1
3619,강서,등촌,5,23,2000,1
3620,성북,종암,5,23,1500,1
3621,종로,연건,6,2,1000,1
3622,강동,고덕,6,3,2500,1
3623,중부,회현,6,5,1200,1
3624,관악,봉천,6,8,1500,1
3625,중랑,신내,6,8,3900,1
3626,영등포,영등포,6,10,1200,1
3627,구로,구로,6,12,1000,1
3628,노원,공릉,6,13,800,1
3629,강동,성내,6,13,1500,1
3630,관악,봉천,6,13,2200,1
3631,관악,봉천,6,15,1200,1
3632,광진,능동,6,16,900,1
3633,성동,성수,6,16,1600,1
3634,양천,신정,6,16,1500,1
3635,도봉,쌍문,6,16,2000,1
3636,광진,중곡,6,21,700,1
3637,중부,무학,6,21,1000,1
3638,강동,길동,6,23,3000,0
3639,강서,화곡,6,23,300,1
3640,강동,성내,6,23,2000,1
3641,강서,등촌,0,0,1000,1
3642,중랑,망우,0,0,1600,1
3643,송파,가락,0,0,2000,1
3644,송파,잠실,0,1,3500,1
3645,용산,후암,0,1,1000,1
3646,광진,구의,0,2,2000,1
3647,강동,암사,0,3,2000,1
3648,동작,백운,0,7,1400,1
3649,강남,개포,0,10,2100,1
3650,성동,성수,0,11,1300,1
3651,강동,길동,0,12,2000,1
3652,강서,화곡,0,12,2400,1
3653,동대문,휘경,0,12,1000,1
3654,구로,고일,0,12,2300,1
3655,도봉,쌍문,0,12,1500,0
3656,구로,독산,0,13,1800,1
3657,용산,이태원,0,13,500,1
3658,구로,독산,0,13,1800,1
3659,강남,영동,0,14,1700,1
3660,성동,행당,0,15,1200,1
3661,종로,연건,0,15,1500,0
3662,중랑,중화,0,16,1100,1
3663,강남,영동,0,17,2400,0
3664,강남,역삼,0,18,1400,0
3665,강동,길동,0,19,800,1
3666,중부,을지,0,19,600,1
3667,구로,수궁,0,20,700,1
3668,노원,월계,0,20,2200,1
3669,종로,세종로,0,20,1500,1
3670,동대문,용두,0,21,1100,1
3671,서대문,홍은,0,22,1300,1
3672,강남,역삼,1,3,1800,1
3673,중랑,중화,1,4,1500,1
3674,양천,목동,1,5,2000,1
3675,강동,암사,1,9,1500,1
3676,강북,미아,1,10,1800,1
